OBJECTID,ZONEID,Zone,Contract Rezone Number,Ordinance Number,Effective Date,Historic District Overlay,Pedestrian Overlay,Shoreline Overlay,Other District Overlay,Station Area Overlay,Mandatory Housing Affordability Apply (Y/N),Incentive Zoning Apply (Y/N),Mandatory Housing Affordability Tier,Major Institution Name,Class,Category,Detail Code,Detail,Group,Zoning Description,Base Zone,Previous Zone,Previous Contract Rezone Number,Previous Ordinance Number,Previous Effective Date,Previous Historic District Overlay,Previous Pedestrian Overlay,Previous Shoreline Overlay,Previous Other District Overlay,Previous Station Area Overlay,Class Description Popup,Land Use Code Chapter,Land Use Code Chapter Link,Zoning History
3226,6741,MIO-37-LR1 (M),CF292350,125791,4/19/2019 12:00:00 AM, , ,CP, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 1,LR1,MIO-37-LR1,CF292350,124750,6/15/2015 12:00:00 AM, , ,CP, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR1 (M),CF292350,ORD125791,04/19/2019    MIO-37-LR1,CF292350,ORD124750,06/15/2015    MIO-37-LR1,CF292350,ORD123495,04/19/2011"
3227,6742,MIO-37-LR1 (M),CF292350,125791,4/19/2019 12:00:00 AM, , ,CP, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 1,LR1,MIO-37-LR1,CF292350,124750,6/15/2015 12:00:00 AM, , ,CP, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR1 (M),CF292350,ORD125791,04/19/2019    MIO-37-LR1,CF292350,ORD124750,06/15/2015    MIO-37-LR1,CF292350,ORD123495,04/19/2011"
3228,6743,MIO-37-LR1 (M),CF292350,125791,4/19/2019 12:00:00 AM, , ,CP, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 1,LR1,MIO-37-LR1,CF292350,124750,6/15/2015 12:00:00 AM, , ,CP, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR1 (M),CF292350,ORD125791,04/19/2019    MIO-37-LR1,CF292350,ORD124750,06/15/2015    MIO-37-LR1,CF292350,ORD123495,04/19/2011"
3229,6744,MIO-37-LR1 (M),CF292350,125791,4/19/2019 12:00:00 AM, , ,CP, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 1,LR1,MIO-37-LR1,CF292350,124750,6/15/2015 12:00:00 AM, , ,CP, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR1 (M),CF292350,ORD125791,04/19/2019    MIO-37-LR1,CF292350,ORD124750,06/15/2015    MIO-37-LR1,CF292350,ORD123495,04/19/2011"
3230,6745,MIO-37-LR1 (M),CF292350,125791,4/19/2019 12:00:00 AM, , ,CP, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 1,LR1,MIO-37-LR1,CF292350,124750,6/15/2015 12:00:00 AM, , ,CP, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR1 (M),CF292350,ORD125791,04/19/2019    MIO-37-LR1,CF292350,ORD124750,06/15/2015    MIO-37-LR1,CF292350,ORD123495,04/19/2011"
3231,6746,MIO-37-LR1 (M),CF292350,125791,4/19/2019 12:00:00 AM, , ,CP, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 1,LR1,MIO-37-LR1,CF292350,124750,6/15/2015 12:00:00 AM, , ,CP, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR1 (M),CF292350,ORD125791,04/19/2019    MIO-37-LR1,CF292350,ORD124750,06/15/2015    MIO-37-LR1,CF292350,ORD123495,04/19/2011"
3232,6747,MIO-37-LR1 (M),CF292350,125791,4/19/2019 12:00:00 AM, , ,CP, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 1,LR1,MIO-37-LR1,CF292350,124750,6/15/2015 12:00:00 AM, , ,CP, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR1 (M),CF292350,ORD125791,04/19/2019    MIO-37-LR1,CF292350,ORD124750,06/15/2015    MIO-37-LR1,CF292350,ORD123495,04/19/2011"
3233,6748,MIO-37-LR1 (M),CF292350,125791,4/19/2019 12:00:00 AM, , ,CP, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 1,LR1,MIO-37-LR1,CF292350,124750,6/15/2015 12:00:00 AM, , ,CP, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR1 (M),CF292350,ORD125791,04/19/2019    MIO-37-LR1,CF292350,ORD124750,06/15/2015    MIO-37-LR1,CF292350,ORD123495,04/19/2011"
3234,6749,MIO-37-LR1 (M),CF292350,125791,4/19/2019 12:00:00 AM, , ,CP, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 1,LR1,MIO-37-LR1,CF292350,124750,6/15/2015 12:00:00 AM, , ,CP, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR1 (M),CF292350,ORD125791,04/19/2019    MIO-37-LR1,CF292350,ORD124750,06/15/2015    MIO-37-LR1,CF292350,ORD123495,04/19/2011"
3235,6750,MIO-37-LR1 (M),CF292350,125791,4/19/2019 12:00:00 AM, , ,CP, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 1,LR1,MIO-37-LR1,CF292350,124750,6/15/2015 12:00:00 AM, , ,CP, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR1 (M),CF292350,ORD125791,04/19/2019    MIO-37-LR1,CF292350,ORD124750,06/15/2015    MIO-37-LR1,CF292350,ORD123495,04/19/2011"
3236,6751,MIO-37-LR1 (M),CF292350,125791,4/19/2019 12:00:00 AM, , ,CP, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 1,LR1,MIO-37-LR1,CF292350,124750,6/15/2015 12:00:00 AM, , ,CP, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR1 (M),CF292350,ORD125791,04/19/2019    MIO-37-LR1,CF292350,ORD124750,06/15/2015    MIO-37-LR1,CF292350,ORD123495,04/19/2011"
3237,6752,MIO-37-LR1 (M),CF292350,125791,4/19/2019 12:00:00 AM, , ,CP, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 1,LR1,MIO-37-LR1,CF292350,124750,6/15/2015 12:00:00 AM, , ,CP, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR1 (M),CF292350,ORD125791,04/19/2019    MIO-37-LR1,CF292350,ORD124750,06/15/2015    MIO-37-LR1,CF292350,ORD123495,04/19/2011"
3238,6753,MIO-37-LR1 (M),CF292350,125791,4/19/2019 12:00:00 AM, , ,CP, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 1,LR1,MIO-37-LR1,CF292350,124750,6/15/2015 12:00:00 AM, , ,CP, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR1 (M),CF292350,ORD125791,04/19/2019    MIO-37-LR1,CF292350,ORD124750,06/15/2015    MIO-37-LR1,CF292350,ORD123495,04/19/2011"
3239,6754,MIO-37-LR1 (M),CF292350,125791,4/19/2019 12:00:00 AM, , ,CP, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 1,LR1,MIO-37-LR1,CF292350,124750,6/15/2015 12:00:00 AM, , ,CP, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR1 (M),CF292350,ORD125791,04/19/2019    MIO-37-LR1,CF292350,ORD124750,06/15/2015    MIO-37-LR1,CF292350,ORD123495,04/19/2011"
3240,6755,MIO-65-NC2P-55 (M),CF300520,125791,4/19/2019 12:00:00 AM, ,P, , , ,Y,N,M,Seattle University,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Neighborhood Commercial 2 Pedestrian-55,NC2P-55,MIO-65-NC2P-40,CF300520,124097,2/21/2013 12:00:00 AM, ,P, , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-65-NC2P-55 (M),CF300520,ORD125791,04/19/2019    MIO-65-NC2P-40,CF300520,ORD124097,02/21/2013    MIO-50-NC2P-40,CF300520,ORD123020,08/07/2009    MIO-50-NC2P-40,CF300520,ORD122311,01/20/2007    MIO-50-NC2-40,CF300552,ORD120460,08/30/2001    MIO-50-NC2-40,CF300552,ORD119218,12/12/1998    MIO-50-NC2-40,CF300552,ORD118667,08/24/1997    NC2-40,ORD117434,04/03/1995    NC2-40"
3241,6756,MIO-37-LR3 (M), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,Seattle University,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 3,LR3,MIO-37-LR3, ,124097,2/21/2013 12:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR3 (M),ORD125791,04/19/2019    MIO-37-LR3,ORD124097,02/21/2013    LR3,ORD123495,04/19/2011    L-3,ORD123020,08/07/2009    L-3,ORD120460,08/30/2001    L-3"
3242,6757,MIO-37-IC-65 (M),CF292350,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Industrial Commercial-65,IC-65,MIO-37-IC-45,CF292350,125733,1/13/2019 12:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-IC-65 (M),CF292350,ORD125791,04/19/2019    MIO-37-IC-45,CF292350,ORD125733,01/13/2019    MIO-65-IC-45,CF292350,ORD124750,06/15/2015    MIO-65-IC-45,CF292350,ORD112317,07/14/1985"
3243,6758,MIO-37-IC-65 (M),CF292350,125791,4/19/2019 12:00:00 AM, , ,UC, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Industrial Commercial-65,IC-65,MIO-37-IC-45,CF292350,124750,6/15/2015 12:00:00 AM, , ,UC, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-IC-65 (M),CF292350,ORD125791,04/19/2019    MIO-37-IC-45,CF292350,ORD124750,06/15/2015    MIO-37-IC-45,CF292350,ORD112317,07/14/1985"
3244,6759,MIO-65-LR3 (M),CF292350,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 3,LR3,MIO-65-LR3,CF292350,123495,4/19/2011 12:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-65-LR3 (M),CF292350,ORD125791,04/19/2019    MIO-65-LR3,CF292350,ORD123495,04/19/2011    MIO-65-L-3,CF292350,ORD112317"
3245,6760,MIO-37-C1-55 (M),CF292350,125791,4/19/2019 12:00:00 AM, , ,UC, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Commercial 1-55,C1-55,MIO-37-C1-40,CF292350,125733,1/13/2019 12:00:00 AM, , ,UC, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-C1-55 (M),CF292350,ORD125791,04/19/2019    MIO-37-C1-40,CF292350,ORD125733,01/13/2019    MIO-65-C1-40,CF292350,ORD124750,06/15/2015    MIO-65-C1-40,CF292350,ORD117434,04/03/1995"
3246,6761,MIO-37-IC-65 (M),CF292350,125791,4/19/2019 12:00:00 AM, , ,UC, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Industrial Commercial-65,IC-65,MIO-37-IC-45,CF292350,125733,1/13/2019 12:00:00 AM, , ,UC, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-IC-65 (M),CF292350,ORD125791,04/19/2019    MIO-37-IC-45,CF292350,ORD125733,01/13/2019    MIO-65-IC-45,CF292350,ORD124750,06/15/2015    MIO-65-IC-45,CF292350,ORD112317,07/14/1985"
3247,6762,MIO-37-LR3 (M),CF292350,125791,4/19/2019 12:00:00 AM, , ,UC, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 3,LR3,MIO-37-LR3,CF292350,125733,1/13/2019 12:00:00 AM, , ,UC, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR3 (M),CF292350,ORD125791,04/19/2019    MIO-37-LR3,CF292350,ORD125733,01/13/2019    MIO-65-LR3,CF292350,ORD124750,06/15/2015    MIO-65-LR3,CF292350,ORD123495,04/19/2011"
3248,6763,MIO-65-LR3 (M),CF292350,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 3,LR3,MIO-65-LR3,CF292350,123495,4/19/2011 12:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-65-LR3 (M),CF292350,ORD125791,04/19/2019    MIO-65-LR3,CF292350,ORD123495,04/19/2011    MIO-65-L-3,CF292350,ORD112317"
3249,6764,MIO-37-LR3 (M),CF292350,125791,4/19/2019 12:00:00 AM, , ,CM, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 3,LR3,MIO-37-LR3,CF292350,125733,1/13/2019 12:00:00 AM, , ,CM, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR3 (M),CF292350,ORD125791,04/19/2019    MIO-37-LR3,CF292350,ORD125733,01/13/2019    MIO-65-LR3,CF292350,ORD123495,04/19/2011    MIO-65-L-3,CF292350,ORD112317"
3250,6765,MIO-37-LR3 RC (M), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,Seattle Pacific University,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 3 Residential-Commercial,LR3 RC,MIO-37-LR3 RC, ,123495,4/19/2011 12:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR3 RC (M),ORD125791,04/19/2019    MIO-37-LR3 RC,ORD123495,04/19/2011    MIO-37-L3-RC,ORD120074,    L-3 RC"
3251,6766,MIO-37-LR1 (M),CF292350,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 1,LR1,MIO-37-LR1,CF292350,123495,4/19/2011 12:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR1 (M),CF292350,ORD125791,04/19/2019    MIO-37-LR1,CF292350,ORD123495,04/19/2011    MIO-37-L-1,CF292350,ORD112317"
3252,6767,MIO-37-LR1 (M),CF292350,125791,4/19/2019 12:00:00 AM, , ,CM, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 1,LR1,MIO-37-LR1,CF292350,125733,1/13/2019 12:00:00 AM, , ,CM, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR1 (M),CF292350,ORD125791,04/19/2019    MIO-37-LR1,CF292350,ORD125733,01/13/2019    MIO-107-LR1,CF292350,ORD123495,04/19/2011    MIO-107-L-1,CF292350,ORD119984"
3253,6768,MIO-37-LR1 (M),CF292350,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 1,LR1,MIO-37-LR1,CF292350,123495,4/19/2011 12:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR1 (M),CF292350,ORD125791,04/19/2019    MIO-37-LR1,CF292350,ORD123495,04/19/2011    MIO-37-L-1,CF292350,ORD112317"
3254,6769,MIO-37-LR3 (M),CF292350,125791,4/19/2019 12:00:00 AM, , ,CM, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 3,LR3,MIO-37-LR3,CF292350,125733,1/13/2019 12:00:00 AM, , ,CM, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR3 (M),CF292350,ORD125791,04/19/2019    MIO-37-LR3,CF292350,ORD125733,01/13/2019    MIO-65-LR3,CF292350,ORD123495,04/19/2011    MIO-65-L-3,CF292350,ORD112317"
3255,6770,MIO-37-LR2 (M),CF292350,125791,4/19/2019 12:00:00 AM, , ,CM, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 2,LR2,MIO-37-LR2,CF292350,123495,4/19/2011 12:00:00 AM, , ,CM, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR2 (M),CF292350,ORD125791,04/19/2019    MIO-37-LR2,CF292350,ORD123495,04/19/2011    MIO-37-L-1,CF292350,ORD112317"
3256,6771,MIO-37-LR1 (M),CF292350,125791,4/19/2019 12:00:00 AM, , ,CP, , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 1,LR1,MIO-37-LR1,CF292350,123495,4/19/2011 12:00:00 AM, , ,CP, , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR1 (M),CF292350,ORD125791,04/19/2019    MIO-37-LR1,CF292350,ORD123495,04/19/2011    MIO-37-L-1,CF292350,ORD112317"
3257,6772,MIO-37-LR1 (M),CF292350,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,University of Washington,Major Institutions,Major Institutions,MIO,Major Institution Overlay,Major Institution Overlay,Major Institution Overlay-Lowrise 1,LR1,MIO-37-LR1,CF292350,125733,1/13/2019 12:00:00 AM, , , , , ,is located in a Major Institution Overlay. In this area development is generally governed by the,Chapter 23.69,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.69MAINOVDI,"MIO-37-LR1 (M),CF292350,ORD125791,04/19/2019    MIO-37-LR1,CF292350,ORD125733,01/13/2019    MIO-107-LR1,CF292350,ORD123495,04/19/2011    MIO-107-L-1,CF292350,ORD119984"
